match_id,date,venue,team1,team2,home_team,winner,home_team_result,home_win,away_team,team1_is_home,team2_is_home,batting_team_inn1_over6,batting_team_inn1_over10,batting_team_inn1_over15,batting_team_inn1_over20,batting_team_inn2_over6,batting_team_inn2_over10,batting_team_inn2_over15,batting_team_inn2_over20,bowling_team_inn1_over6,bowling_team_inn1_over10,bowling_team_inn1_over15,bowling_team_inn1_over20,bowling_team_inn2_over6,bowling_team_inn2_over10,bowling_team_inn2_over15,bowling_team_inn2_over20,home_is_batting_inn1_over6,home_is_batting_inn1_over10,home_is_batting_inn1_over15,home_is_batting_inn1_over20,home_is_batting_inn2_over6,home_is_batting_inn2_over10,home_is_batting_inn2_over15,home_is_batting_inn2_over20,cum_runs_inn1_over6,cum_runs_inn1_over10,cum_runs_inn1_over15,cum_runs_inn1_over20,cum_runs_inn2_over6,cum_runs_inn2_over10,cum_runs_inn2_over15,cum_runs_inn2_over20,cum_wkts_inn1_over6,cum_wkts_inn1_over10,cum_wkts_inn1_over15,cum_wkts_inn1_over20,cum_wkts_inn2_over6,cum_wkts_inn2_over10,cum_wkts_inn2_over15,cum_wkts_inn2_over20,balls_bowled_inn1_over6,balls_bowled_inn1_over10,balls_bowled_inn1_over15,balls_bowled_inn1_over20,balls_bowled_inn2_over6,balls_bowled_inn2_over10,balls_bowled_inn2_over15,balls_bowled_inn2_over20,run_rate_inn1_over6,run_rate_inn1_over10,run_rate_inn1_over15,run_rate_inn1_over20,run_rate_inn2_over6,run_rate_inn2_over10,run_rate_inn2_over15,run_rate_inn2_over20,is_chasing_inn1_over6,is_chasing_inn1_over10,is_chasing_inn1_over15,is_chasing_inn1_over20,is_chasing_inn2_over6,is_chasing_inn2_over10,is_chasing_inn2_over15,is_chasing_inn2_over20,target_first_innings_inn2_over6,target_first_innings_inn2_over10,target_first_innings_inn2_over15,target_first_innings_inn2_over20,req_runs_inn2_over6,req_runs_inn2_over10,req_runs_inn2_over15,req_runs_inn2_over20,overs_remaining_inn2_over6,overs_remaining_inn2_over10,overs_remaining_inn2_over15,overs_remaining_inn2_over20,balls_remaining_inn2_over6,balls_remaining_inn2_over10,balls_remaining_inn2_over15,balls_remaining_inn2_over20,req_run_rate_inn2_over6,req_run_rate_inn2_over10,req_run_rate_inn2_over15,req_run_rate_inn2_over20,wkts_in_hand_inn1_over6,wkts_in_hand_inn1_over10,wkts_in_hand_inn1_over15,wkts_in_hand_inn1_over20,wkts_in_hand_inn2_over6,wkts_in_hand_inn2_over10,wkts_in_hand_inn2_over15,wkts_in_hand_inn2_over20
897753,2016-01-16,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Thunder,Sydney Sixers,Sydney Thunder,Loss,0,Sydney Thunder,1,0,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Sixers,Sydney Sixers,Sydney Sixers,,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Thunder,Sydney Thunder,Sydney Thunder,,False,False,False,False,True,True,True,,48.0,78.0,129.0,202.0,58.0,102.0,140.0,,0.0,1.0,3.0,5.0,2.0,3.0,6.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,8.0,7.8,8.6,10.1,9.666666666666666,10.2,9.333333333333334,,False,False,False,False,True,True,True,,202.0,202.0,202.0,,145.0,101.0,63.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,10.357142857142858,10.1,12.6,,10.0,9.0,7.0,5.0,8.0,7.0,4.0,
897757,2016-01-18,"Docklands Stadium, Melbourne",Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Loss,0,Adelaide Strikers,1,0,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,,False,False,False,False,True,True,True,,41.0,82.0,113.0,170.0,77.0,97.0,141.0,,0.0,0.0,4.0,5.0,4.0,8.0,9.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,6.833333333333333,8.2,7.533333333333333,8.5,12.833333333333334,9.7,9.4,,False,False,False,False,True,True,True,,170.0,170.0,170.0,,94.0,74.0,30.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,6.714285714285714,7.4,6.0,,10.0,10.0,6.0,5.0,6.0,2.0,1.0,
897759,2016-01-21,Adelaide Oval,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,Sydney Thunder,Loss,0,Sydney Thunder,1,0,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Sydney Thunder,,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,,True,True,True,True,False,False,False,,44.0,66.0,105.0,159.0,64.0,91.0,137.0,,3.0,4.0,4.0,7.0,1.0,2.0,2.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,7.333333333333333,6.6,7.0,7.95,10.666666666666666,9.1,9.133333333333333,,False,False,False,False,True,True,True,,159.0,159.0,159.0,,96.0,69.0,23.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,6.857142857142857,6.9,4.6,,7.0,6.0,6.0,3.0,9.0,8.0,8.0,
897761,2016-01-22,Melbourne Cricket Ground,Melbourne Stars,Perth Scorchers,Melbourne Stars,Melbourne Stars,Win,1,Perth Scorchers,1,0,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Melbourne Stars,Melbourne Stars,Melbourne Stars,,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Perth Scorchers,Perth Scorchers,Perth Scorchers,,False,False,False,False,True,True,True,,36.0,65.0,103.0,139.0,46.0,72.0,110.0,,2.0,2.0,2.0,7.0,1.0,1.0,2.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,6.0,6.5,6.866666666666666,6.95,7.666666666666667,7.2,7.333333333333333,,False,False,False,False,True,True,True,,139.0,139.0,139.0,,94.0,68.0,30.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,6.714285714285714,6.8,6.0,,8.0,8.0,8.0,3.0,9.0,9.0,8.0,
897763,2016-01-24,Melbourne Cricket Ground,Melbourne Stars,Sydney Thunder,Melbourne Stars,Sydney Thunder,Loss,0,Sydney Thunder,1,0,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,True,True,True,True,False,False,False,False,43.0,79.0,132.0,176.0,62.0,91.0,140.0,181.0,1.0,2.0,4.0,9.0,0.0,1.0,3.0,7.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,7.166666666666667,7.9,8.8,8.8,10.333333333333334,9.1,9.333333333333334,9.05,False,False,False,False,True,True,True,True,176.0,176.0,176.0,176.0,115.0,86.0,37.0,0.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,8.214285714285714,8.6,7.4,0.0,9.0,8.0,6.0,1.0,10.0,9.0,7.0,3.0
1023581,2016-12-20,Sydney Showground Stadium,Sydney Thunder,Sydney Sixers,Sydney Thunder,Sydney Sixers,Loss,0,Sydney Sixers,1,0,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Sixers,Sydney Sixers,Sydney Sixers,,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Thunder,Sydney Thunder,Sydney Thunder,,True,True,True,True,False,False,False,,64.0,74.0,109.0,159.0,51.0,75.0,128.0,,1.0,4.0,6.0,8.0,1.0,1.0,1.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,10.666666666666666,7.4,7.266666666666667,7.95,8.5,7.5,8.533333333333333,,False,False,False,False,True,True,True,,159.0,159.0,159.0,,109.0,85.0,32.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,7.785714285714286,8.5,6.4,,9.0,6.0,4.0,2.0,9.0,9.0,9.0,
1023583,2016-12-21,Adelaide Oval,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,Brisbane Heat,Loss,0,Brisbane Heat,1,0,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,False,False,False,False,True,True,True,True,79.0,93.0,136.0,206.0,72.0,117.0,158.0,196.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,6.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,13.166666666666666,9.3,9.066666666666666,10.3,12.0,11.7,10.533333333333331,9.8,False,False,False,False,True,True,True,True,206.0,206.0,206.0,206.0,135.0,90.0,49.0,11.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,9.642857142857142,9.0,9.8,inf,10.0,8.0,7.0,5.0,10.0,10.0,8.0,4.0
1023585,2016-12-22,"Docklands Stadium, Melbourne",Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,Win,1,Sydney Thunder,1,0,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,True,True,True,True,False,False,False,False,48.0,73.0,127.0,179.0,33.0,64.0,92.0,130.0,1.0,2.0,3.0,7.0,2.0,2.0,4.0,10.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,8.0,7.3,8.466666666666667,8.95,5.5,6.4,6.133333333333334,6.5,False,False,False,False,True,True,True,True,179.0,179.0,179.0,179.0,147.0,116.0,88.0,50.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,10.5,11.6,17.6,inf,9.0,8.0,7.0,3.0,8.0,8.0,6.0,0.0
1023587,2016-12-23,"Sydney Cricket Ground, Sydney",Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,Loss,0,Hobart Hurricanes,1,0,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Sydney Sixers,Sydney Sixers,Sydney Sixers,,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,False,False,False,False,True,True,True,,64.0,92.0,145.0,200.0,62.0,90.0,133.0,,0.0,1.0,3.0,6.0,3.0,4.0,8.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,10.666666666666666,9.2,9.666666666666666,10.0,10.333333333333334,9.0,8.866666666666667,,False,False,False,False,True,True,True,,200.0,200.0,200.0,,139.0,111.0,68.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,9.928571428571429,11.1,13.6,,10.0,9.0,7.0,4.0,7.0,6.0,2.0,
1023589,2016-12-23,Western Australia Cricket Association Ground,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Perth Scorchers,Win,1,Adelaide Strikers,1,0,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,True,True,True,True,False,False,False,False,56.0,86.0,134.0,197.0,41.0,65.0,115.0,149.0,1.0,2.0,4.0,7.0,3.0,4.0,7.0,9.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,9.333333333333334,8.6,8.933333333333334,9.85,6.833333333333333,6.5,7.666666666666667,7.45,False,False,False,False,True,True,True,True,197.0,197.0,197.0,197.0,157.0,133.0,83.0,49.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,11.214285714285714,13.3,16.6,inf,9.0,8.0,6.0,3.0,7.0,6.0,3.0,1.0
1023591,2016-12-26,"Bellerive Oval, Hobart",Hobart Hurricanes,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,Loss,0,Melbourne Stars,1,0,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Melbourne Stars,,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,True,True,True,True,False,False,False,,42.0,81.0,132.0,188.0,62.0,101.0,160.0,,3.0,3.0,3.0,4.0,0.0,1.0,1.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,7.0,8.1,8.8,9.4,10.333333333333334,10.1,10.666666666666666,,False,False,False,False,True,True,True,,188.0,188.0,188.0,,127.0,88.0,29.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,9.071428571428571,8.8,5.8,,7.0,7.0,7.0,6.0,10.0,9.0,9.0,
1023593,2016-12-27,"Sydney Cricket Ground, Sydney",Sydney Sixers,Perth Scorchers,Sydney Sixers,Sydney Sixers,Win,1,Perth Scorchers,1,0,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Sydney Sixers,Sydney Sixers,Sydney Sixers,,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Perth Scorchers,Perth Scorchers,Perth Scorchers,,False,False,False,False,True,True,True,,45.0,75.0,99.0,130.0,42.0,67.0,102.0,,2.0,3.0,6.0,8.0,1.0,2.0,3.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,7.5,7.5,6.6,6.5,7.0,6.7,6.8,,False,False,False,False,True,True,True,,130.0,130.0,130.0,,89.0,64.0,29.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,6.357142857142857,6.4,5.8,,8.0,7.0,4.0,2.0,9.0,8.0,7.0,
1023595,2016-12-28,Sydney Showground Stadium,Sydney Thunder,Brisbane Heat,Sydney Thunder,Brisbane Heat,Loss,0,Brisbane Heat,1,0,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,True,True,True,True,False,False,False,False,27.0,60.0,99.0,157.0,48.0,63.0,93.0,160.0,2.0,2.0,4.0,7.0,3.0,5.0,6.0,7.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,4.5,6.0,6.6,7.85,8.0,6.3,6.2,8.0,False,False,False,False,True,True,True,True,157.0,157.0,157.0,157.0,110.0,95.0,65.0,0.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,7.857142857142857,9.5,13.0,0.0,8.0,8.0,6.0,3.0,7.0,5.0,4.0,3.0
1023597,2016-12-29,"Docklands Stadium, Melbourne",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,Perth Scorchers,Loss,0,Perth Scorchers,1,0,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,True,True,True,True,False,False,False,False,52.0,79.0,119.0,148.0,39.0,63.0,107.0,152.0,1.0,2.0,4.0,8.0,1.0,1.0,2.0,6.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,8.666666666666666,7.9,7.933333333333334,7.4,6.5,6.3,7.133333333333334,7.6,False,False,False,False,True,True,True,True,148.0,148.0,148.0,148.0,110.0,86.0,42.0,0.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,7.857142857142857,8.6,8.4,0.0,9.0,8.0,6.0,2.0,9.0,9.0,8.0,4.0
1023599,2016-12-30,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,Win,1,Hobart Hurricanes,1,0,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,Brisbane Heat,,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,False,False,False,False,True,True,True,,50.0,78.0,125.0,173.0,71.0,118.0,151.0,,3.0,4.0,6.0,9.0,1.0,2.0,3.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,8.333333333333334,7.8,8.333333333333334,8.65,11.833333333333334,11.8,10.066666666666666,,False,False,False,False,True,True,True,,173.0,173.0,173.0,,103.0,56.0,23.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,7.357142857142857,5.6,4.6,,7.0,6.0,4.0,1.0,9.0,8.0,7.0,
1023601,2016-12-31,Adelaide Oval,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,Adelaide Strikers,Win,1,Sydney Sixers,1,0,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Sydney Sixers,Sydney Sixers,Sydney Sixers,,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,,True,True,True,True,False,False,False,,60.0,94.0,111.0,152.0,39.0,54.0,78.0,,1.0,2.0,5.0,9.0,2.0,5.0,7.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,10.0,9.4,7.4,7.6,6.5,5.4,5.2,,False,False,False,False,True,True,True,,152.0,152.0,152.0,,114.0,99.0,75.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,8.142857142857142,9.9,15.0,,9.0,8.0,5.0,1.0,8.0,5.0,3.0,
1023603,2017-01-01,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,Loss,0,Melbourne Renegades,1,0,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Melbourne Stars,,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,,False,False,False,False,True,True,True,,56.0,80.0,122.0,171.0,50.0,77.0,117.0,,1.0,3.0,3.0,4.0,2.0,3.0,6.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,9.333333333333334,8.0,8.133333333333333,8.55,8.333333333333334,7.7,7.8,,False,False,False,False,True,True,True,,171.0,171.0,171.0,,122.0,95.0,55.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,8.714285714285714,9.5,11.0,,9.0,7.0,7.0,6.0,8.0,7.0,4.0,
1023605,2017-01-01,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Thunder,Perth Scorchers,Perth Scorchers,Win,1,Sydney Thunder,1,0,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,True,True,True,True,False,False,False,False,47.0,84.0,120.0,177.0,28.0,49.0,92.0,127.0,1.0,1.0,4.0,5.0,3.0,5.0,6.0,8.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,7.833333333333333,8.4,8.0,8.85,4.666666666666667,4.9,6.133333333333334,6.35,False,False,False,False,True,True,True,True,177.0,177.0,177.0,177.0,150.0,129.0,86.0,51.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,10.714285714285714,12.9,17.2,inf,9.0,9.0,6.0,5.0,7.0,5.0,4.0,2.0
1023607,2017-01-02,"Bellerive Oval, Hobart",Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,Win,1,Adelaide Strikers,1,0,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,,False,False,False,False,True,True,True,,48.0,67.0,101.0,143.0,51.0,79.0,117.0,,3.0,3.0,4.0,10.0,0.0,0.0,2.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,8.0,6.7,6.733333333333333,7.15,8.5,7.9,7.8,,False,False,False,False,True,True,True,,143.0,143.0,143.0,,93.0,65.0,27.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,6.642857142857143,6.5,5.4,,7.0,7.0,6.0,0.0,10.0,10.0,8.0,
1023609,2017-01-03,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Sydney Sixers,Brisbane Heat,Sydney Sixers,Loss,0,Sydney Sixers,1,0,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Sydney Sixers,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,True,True,True,True,False,False,False,False,70.0,94.0,131.0,186.0,51.0,87.0,146.0,191.0,0.0,2.0,4.0,6.0,1.0,3.0,4.0,7.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,11.666666666666666,9.4,8.733333333333333,9.3,8.5,8.7,9.733333333333333,9.55,False,False,False,False,True,True,True,True,186.0,186.0,186.0,186.0,136.0,100.0,41.0,0.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,9.714285714285714,10.0,8.2,0.0,10.0,8.0,6.0,4.0,9.0,7.0,6.0,3.0
1023611,2017-01-04,Sydney Showground Stadium,Sydney Thunder,Melbourne Stars,Sydney Thunder,Sydney Thunder,Win,1,Melbourne Stars,1,0,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,False,False,False,False,True,True,True,True,62.0,90.0,146.0,166.0,44.0,69.0,110.0,168.0,1.0,2.0,3.0,8.0,3.0,3.0,4.0,4.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,10.333333333333334,9.0,9.733333333333333,8.3,7.333333333333333,6.9,7.333333333333333,8.4,False,False,False,False,True,True,True,True,166.0,166.0,166.0,166.0,123.0,98.0,57.0,0.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,8.785714285714286,9.8,11.4,0.0,9.0,8.0,7.0,2.0,7.0,7.0,6.0,6.0
1023613,2017-01-05,Western Australia Cricket Association Ground,Perth Scorchers,Brisbane Heat,Perth Scorchers,Brisbane Heat,Loss,0,Brisbane Heat,1,0,Perth Scorchers,Perth Scorchers,Perth Scorchers,Perth Scorchers,Brisbane Heat,Brisbane Heat,Brisbane Heat,,Brisbane Heat,Brisbane Heat,Brisbane Heat,Brisbane Heat,Perth Scorchers,Perth Scorchers,Perth Scorchers,,True,True,True,True,False,False,False,,39.0,76.0,119.0,173.0,66.0,107.0,174.0,,1.0,2.0,4.0,6.0,1.0,1.0,1.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,6.5,7.6,7.933333333333334,8.65,11.0,10.7,11.6,,False,False,False,False,True,True,True,,173.0,173.0,173.0,,108.0,67.0,0.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,7.714285714285714,6.7,0.0,,9.0,8.0,6.0,4.0,9.0,9.0,9.0,
1023615,2017-01-06,Adelaide Oval,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Win,1,Hobart Hurricanes,1,0,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,False,False,False,False,True,True,True,,37.0,66.0,113.0,161.0,52.0,83.0,138.0,,5.0,5.0,5.0,8.0,2.0,2.0,5.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,6.166666666666667,6.6,7.533333333333333,8.05,8.666666666666666,8.3,9.2,,False,False,False,False,True,True,True,,161.0,161.0,161.0,,110.0,79.0,24.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,7.857142857142857,7.9,4.8,,5.0,5.0,5.0,2.0,8.0,8.0,5.0,
1023617,2017-01-07,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Loss,0,Melbourne Stars,1,0,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Melbourne Stars,Melbourne Stars,False,False,False,False,True,True,True,True,58.0,100.0,148.0,200.0,54.0,83.0,114.0,154.0,1.0,2.0,3.0,7.0,2.0,3.0,8.0,9.0,36.0,60.0,90.0,120.0,36.0,60.0,90.0,120.0,9.666666666666666,10.0,9.866666666666667,10.0,9.0,8.3,7.6,7.7,False,False,False,False,True,True,True,True,200.0,200.0,200.0,200.0,147.0,118.0,87.0,47.0,14.0,10.0,5.0,0.0,84.0,60.0,30.0,0.0,10.5,11.8,17.4,inf,9.0,8.0,7.0,3.0,8.0,7.0,2.0,1.0
1023619,2017-01-08,"Bellerive Oval, Hobart",Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,Loss,0,Sydney Thunder,1,0,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,Sydney Thunder,,Sydney Thunder,Sydney Thunder,Sydney Thunder,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,,True,True,True,True,False,False,False,,45.0,76.0,100.0,161.0,58.0,82.0,143.0,,2.0,3.0,4.0,8.0,0.0,2.0,3.0,,36.0,60.0,90.0,120.0,36.0,60.0,90.0,,7.5,7.6,6.666666666666667,8.05,9.666666666666666,8.2,9.533333333333331,,False,False,False,False,True,True,True,,161.0,161.0,161.0,,104.0,80.0,19.0,,14.0,10.0,5.0,,84.0,60.0,30.0,,7.428571428571429,8.0,3.8,,8.0,7.0,6.0,2.0,10.0,8.0,7.0,
