match_id,date,venue,innings,batting_team,bowling_team,over_end,cum_runs,cum_wkts,balls_bowled,run_rate,is_chasing,target_first_innings,req_runs,overs_remaining,balls_remaining,req_run_rate,wkts_in_hand,team1,team2,home_team,home_is_batting,winner,team_result,home_team_result
524926,2011-12-30,Stadium Australia,2,Sydney Thunder,Melbourne Renegades,10,68,1,60,6.8,True,140.0,73.0,10.0,60.0,7.3,9,Sydney Thunder,Melbourne Renegades,Sydney Thunder,True,Melbourne Renegades,0,Loss
524926,2011-12-30,Stadium Australia,2,Sydney Thunder,Melbourne Renegades,15,109,2,90,7.266666666666667,True,140.0,32.0,5.0,30.0,6.4,8,Sydney Thunder,Melbourne Renegades,Sydney Thunder,True,Melbourne Renegades,0,Loss
524926,2011-12-30,Stadium Australia,2,Sydney Thunder,Melbourne Renegades,20,134,7,120,6.7,True,140.0,7.0,0.0,0.0,inf,3,Sydney Thunder,Melbourne Renegades,Sydney Thunder,True,Melbourne Renegades,0,Loss
524927,2012-01-01,"Bellerive Oval, Hobart",1,Sydney Thunder,Hobart Hurricanes,6,39,1,36,6.5,False,,,,,,9,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,False,Hobart Hurricanes,0,Win
524927,2012-01-01,"Bellerive Oval, Hobart",1,Sydney Thunder,Hobart Hurricanes,10,75,1,60,7.5,False,,,,,,9,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,False,Hobart Hurricanes,0,Win
524927,2012-01-01,"Bellerive Oval, Hobart",1,Sydney Thunder,Hobart Hurricanes,15,109,2,90,7.266666666666667,False,,,,,,8,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,False,Hobart Hurricanes,0,Win
524927,2012-01-01,"Bellerive Oval, Hobart",1,Sydney Thunder,Hobart Hurricanes,20,138,8,120,6.9,False,,,,,,2,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,False,Hobart Hurricanes,0,Win
524927,2012-01-01,"Bellerive Oval, Hobart",2,Hobart Hurricanes,Sydney Thunder,6,49,1,36,8.166666666666666,True,138.0,90.0,14.0,84.0,6.428571428571429,9,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,True,Hobart Hurricanes,1,Win
524927,2012-01-01,"Bellerive Oval, Hobart",2,Hobart Hurricanes,Sydney Thunder,10,73,2,60,7.3,True,138.0,66.0,10.0,60.0,6.6,8,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,True,Hobart Hurricanes,1,Win
524927,2012-01-01,"Bellerive Oval, Hobart",2,Hobart Hurricanes,Sydney Thunder,15,109,3,90,7.266666666666667,True,138.0,30.0,5.0,30.0,6.0,7,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,True,Hobart Hurricanes,1,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",1,Sydney Sixers,Melbourne Renegades,6,44,1,36,7.333333333333333,False,,,,,,9,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,False,Melbourne Renegades,0,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",1,Sydney Sixers,Melbourne Renegades,10,72,3,60,7.2,False,,,,,,7,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,False,Melbourne Renegades,0,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",1,Sydney Sixers,Melbourne Renegades,15,113,3,90,7.533333333333333,False,,,,,,7,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,False,Melbourne Renegades,0,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",1,Sydney Sixers,Melbourne Renegades,20,161,6,120,8.05,False,,,,,,4,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,False,Melbourne Renegades,0,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",2,Melbourne Renegades,Sydney Sixers,6,49,2,36,8.166666666666666,True,161.0,113.0,14.0,84.0,8.071428571428571,8,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,True,Melbourne Renegades,1,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",2,Melbourne Renegades,Sydney Sixers,10,65,2,60,6.5,True,161.0,97.0,10.0,60.0,9.7,8,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,True,Melbourne Renegades,1,Win
524928,2012-01-02,"Docklands Stadium, Melbourne",2,Melbourne Renegades,Sydney Sixers,15,127,2,90,8.466666666666667,True,161.0,35.0,5.0,30.0,7.0,8,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,True,Melbourne Renegades,1,Win
524930,2012-01-04,Melbourne Cricket Ground,1,Perth Scorchers,Melbourne Stars,6,53,1,36,8.833333333333334,False,,,,,,9,Melbourne Stars,Perth Scorchers,Melbourne Stars,False,Perth Scorchers,1,Loss
524930,2012-01-04,Melbourne Cricket Ground,1,Perth Scorchers,Melbourne Stars,10,80,2,60,8.0,False,,,,,,8,Melbourne Stars,Perth Scorchers,Melbourne Stars,False,Perth Scorchers,1,Loss
